                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.80488,                0.47484,                 0.9751,                0.90905,                0.90417,                0.93408,                0.62552,                 1.0388,                0.50473,                0.98073,             0.00071221,             0.00071221,             0.00071221
                    155,                 0.8088,                0.47956,                0.97732,                0.94577,                0.89222,                0.93022,                0.62067,                 1.0605,                0.50837,                0.98994,              0.0007075,              0.0007075,              0.0007075
                    156,                0.80594,                0.48028,                0.97031,                0.92206,                 0.8876,                0.91775,                0.61712,                 1.0521,                0.50924,                0.98248,             0.00070278,             0.00070278,             0.00070278
                    157,                0.79758,                0.46726,                0.97569,                0.92877,                0.88672,                0.93127,                0.61957,                 1.0453,                0.50218,                0.98026,             0.00069807,             0.00069807,             0.00069807
                    158,                0.80455,                0.47484,                0.98035,                0.91536,                 0.9033,                0.93303,                0.62461,                 1.0391,                0.49385,                0.97838,             0.00069335,             0.00069335,             0.00069335
                    159,                0.78703,                0.46372,                0.96641,                0.92008,                0.89896,                0.92763,                0.61725,                 1.0446,                0.49437,                0.98853,             0.00068864,             0.00068864,             0.00068864
                    160,                0.78304,                0.46524,                0.97164,                0.93503,                 0.9023,                0.93089,                0.61782,                 1.0491,                0.50089,                0.98962,             0.00068392,             0.00068392,             0.00068392
                    161,                0.80535,                0.46649,                 0.9742,                0.93031,                 0.8856,                0.92489,                0.62118,                 1.0425,                0.49363,                0.98663,              0.0006792,              0.0006792,              0.0006792
                    162,                0.80233,                0.46869,                0.97569,                0.93362,                0.89752,                0.92887,                0.62335,                 1.0518,                0.49981,                0.99247,             0.00067449,             0.00067449,             0.00067449
                    163,                 0.7949,                0.46821,                 0.9751,                0.91752,                0.90848,                 0.9295,                0.62195,                 1.0538,                 0.5007,                0.99434,             0.00066977,             0.00066977,             0.00066977
                    164,                0.79308,                  0.469,                0.97201,                0.93583,                0.88892,                0.92477,                0.61651,                 1.0502,                0.50349,                0.99658,             0.00066506,             0.00066506,             0.00066506
                    165,                0.79961,                0.47475,                0.97934,                0.92405,                0.89577,                0.92976,                0.61969,                 1.0523,                0.50508,                0.99572,             0.00066034,             0.00066034,             0.00066034
                    166,                0.79289,                0.46448,                0.97253,                0.91753,                0.88757,                 0.9298,                0.62105,                 1.0466,                0.50012,                0.98701,             0.00065563,             0.00065563,             0.00065563
                    167,                 0.7963,                0.46797,                0.97614,                0.93281,                0.89358,                0.93358,                0.63238,                 1.0443,                0.48318,                0.99297,             0.00065091,             0.00065091,             0.00065091
                    168,                0.80227,                0.46763,                0.97586,                0.92764,                0.88285,                0.92628,                0.62468,                 1.0414,                0.49027,                0.98766,             0.00064619,             0.00064619,             0.00064619
                    169,                0.78005,                0.46105,                0.97319,                0.92676,                0.88651,                0.92222,                0.62282,                 1.0313,                 0.4921,                0.98626,             0.00064148,             0.00064148,             0.00064148
                    170,                0.77479,                0.45835,                0.96864,                0.87789,                0.90736,                0.91548,                0.62081,                 1.0413,                 0.5063,                0.98743,             0.00063676,             0.00063676,             0.00063676
                    171,                0.78875,                0.46899,                0.96973,                0.91034,                0.91536,                0.92627,                0.62383,                  1.034,                0.48496,                0.98232,             0.00063205,             0.00063205,             0.00063205
                    172,                0.79149,                 0.4653,                0.97634,                0.92961,                0.90264,                0.92375,                0.62047,                 1.0216,                0.48617,                0.98097,             0.00062733,             0.00062733,             0.00062733
                    173,                0.78499,                0.45828,                0.96464,                0.92378,                0.91326,                0.92787,                0.62824,                 1.0335,                0.49443,                  0.985,             0.00062262,             0.00062262,             0.00062262
                    174,                0.77064,                 0.4584,                0.96732,                0.93176,                0.90498,                0.93116,                0.63532,                 1.0282,                 0.4861,                0.98072,              0.0006179,              0.0006179,              0.0006179
                    175,                0.78345,                0.46064,                0.96829,                0.91517,                0.90189,                0.92634,                0.62712,                 1.0357,                0.48226,                0.98401,             0.00061318,             0.00061318,             0.00061318
                    176,                0.77376,                0.45716,                0.96931,                0.92982,                0.89979,                0.92703,                0.63089,                 1.0245,                0.48159,                0.98269,             0.00060847,             0.00060847,             0.00060847
                    177,                0.77053,                0.45255,                0.96799,                0.92986,                0.90327,                 0.9298,                0.62963,                   1.03,                0.48144,                 0.9848,             0.00060375,             0.00060375,             0.00060375
                    178,                0.77238,                0.45492,                0.96485,                0.93192,                0.91084,                0.93206,                0.62153,                 1.0365,                0.48048,                 0.9829,             0.00059904,             0.00059904,             0.00059904
                    179,                 0.7589,                0.44659,                0.95587,                0.92613,                0.92087,                0.93401,                0.62266,                 1.0399,                0.48097,                0.98796,             0.00059432,             0.00059432,             0.00059432
                    180,                 0.7726,                0.45449,                0.97062,                 0.9281,                0.91149,                0.93201,                0.62863,                 1.0336,                0.47997,                0.98711,             0.00058961,             0.00058961,             0.00058961
                    181,                0.77306,                0.45405,                 0.9639,                0.94164,                0.90337,                0.93258,                0.63026,                 1.0299,                0.48161,                0.98381,             0.00058489,             0.00058489,             0.00058489
                    182,                0.78073,                0.45641,                 0.9618,                 0.9296,                0.90637,                0.93469,                0.62886,                  1.043,                0.48878,                0.99256,             0.00058017,             0.00058017,             0.00058017
                    183,                0.77627,                0.45973,                0.96816,                0.93421,                0.89737,                0.93417,                0.62694,                 1.0357,                0.47501,                0.98645,             0.00057546,             0.00057546,             0.00057546
                    184,                 0.7639,                 0.4457,                0.96234,                0.91663,                0.91142,                0.93246,                0.62525,                 1.0353,                0.48425,                 0.9871,             0.00057074,             0.00057074,             0.00057074
                    185,                0.77555,                0.45491,                0.96462,                0.93557,                0.89229,                0.93127,                0.63192,                 1.0273,                0.47722,                0.98656,             0.00056603,             0.00056603,             0.00056603
                    186,                 0.7716,                0.45034,                0.96288,                 0.9305,                0.90503,                0.93286,                0.63022,                 1.0407,                0.47481,                0.99334,             0.00056131,             0.00056131,             0.00056131
                    187,                0.76255,                0.44641,                0.96087,                 0.9227,                0.91517,                0.92777,                0.62362,                 1.0358,                0.47674,                0.99552,              0.0005566,              0.0005566,              0.0005566
                    188,                0.75837,                0.43929,                0.96531,                0.92005,                0.89896,                0.92455,                0.62957,                 1.0365,                0.47902,                0.98929,             0.00055188,             0.00055188,             0.00055188
                    189,                0.76178,                0.44199,                0.95654,                0.90715,                  0.908,                0.93029,                0.62861,                 1.0322,                0.48216,                0.99052,             0.00054716,             0.00054716,             0.00054716
                    190,                0.75736,                0.44543,                0.95983,                0.92831,                0.89598,                0.93102,                0.63069,                 1.0316,                0.48034,                0.98627,             0.00054245,             0.00054245,             0.00054245
                    191,                0.76973,                 0.4436,                0.96373,                0.94233,                0.89307,                0.93453,                0.63396,                 1.0362,                0.47764,                0.98916,             0.00053773,             0.00053773,             0.00053773
                    192,                0.75808,                0.43995,                0.95638,                0.92878,                0.91191,                0.92902,                0.63116,                 1.0252,                0.47774,                0.98409,             0.00053302,             0.00053302,             0.00053302
                    193,                 0.7444,                0.43138,                0.95755,                0.91381,                0.90572,                 0.9224,                 0.6224,                  1.033,                0.47135,                0.99108,              0.0005283,              0.0005283,              0.0005283
                    194,                 0.7446,                0.43172,                0.95288,                0.91693,                0.90948,                0.92976,                0.62275,                 1.0378,                0.48416,                0.99264,             0.00052359,             0.00052359,             0.00052359
                    195,                0.75454,                0.44075,                0.95899,                 0.9258,                0.91083,                0.92978,                0.62656,                 1.0343,                 0.4817,                0.99008,             0.00051887,             0.00051887,             0.00051887
                    196,                0.74736,                0.43804,                0.95399,                0.93306,                0.89048,                0.92789,                0.62269,                 1.0412,                0.48001,                0.99686,             0.00051415,             0.00051415,             0.00051415
                    197,                 0.7377,                0.42864,                0.95323,                0.92637,                0.89142,                0.92871,                 0.6297,                 1.0365,                0.47604,                0.98663,             0.00050944,             0.00050944,             0.00050944
                    198,                0.76297,                0.43942,                0.95906,                0.91957,                0.90639,                0.92718,                0.62475,                 1.0376,                0.47748,                0.99091,             0.00050472,             0.00050472,             0.00050472
                    199,                0.75601,                0.44194,                0.96106,                0.91235,                0.91059,                0.92997,                 0.6238,                 1.0365,                0.47677,                0.98548,             0.00050001,             0.00050001,             0.00050001
                    200,                0.74781,                0.43307,                0.95347,                0.91847,                0.88967,                0.92465,                0.62388,                 1.0262,                 0.4794,                0.98467,             0.00049529,             0.00049529,             0.00049529
                    201,                0.74105,                0.43233,                0.95423,                0.91429,                0.89929,                0.92308,                0.62212,                  1.036,                0.48522,                0.98732,             0.00049058,             0.00049058,             0.00049058
                    202,                0.73659,                0.43007,                0.95349,                0.92975,                0.88458,                0.92138,                0.62499,                 1.0264,                0.47917,                0.98443,             0.00048586,             0.00048586,             0.00048586
                    203,                0.74772,                0.43932,                0.95899,                0.92973,                0.89126,                0.91774,                0.62581,                 1.0355,                0.48023,                0.98841,             0.00048114,             0.00048114,             0.00048114
                    204,                0.74008,                0.43572,                0.95183,                0.92546,                0.88543,                0.92097,                0.62413,                 1.0301,                0.47963,                0.98728,             0.00047643,             0.00047643,             0.00047643
                    205,                0.75361,                0.43732,                0.94956,                0.92848,                0.89922,                0.92448,                0.62889,                 1.0329,                0.48475,                0.98498,             0.00047171,             0.00047171,             0.00047171
                    206,                0.73626,                0.42797,                0.94955,                0.94114,                0.89543,                0.92738,                0.62861,                 1.0326,                0.47142,                0.98596,               0.000467,               0.000467,               0.000467
                    207,                0.72725,                0.42294,                0.94696,                0.94278,                 0.8901,                0.92945,                0.62836,                 1.0374,                0.46748,                0.98938,             0.00046228,             0.00046228,             0.00046228
                    208,                0.74607,                0.43562,                0.95395,                0.93915,                0.89192,                0.92544,                0.62517,                 1.0383,                0.47418,                0.98991,             0.00045757,             0.00045757,             0.00045757
                    209,                0.74058,                0.42977,                0.94543,                 0.9418,                0.89917,                0.93108,                0.63371,                 1.0321,                0.47492,                0.98719,             0.00045285,             0.00045285,             0.00045285
                    210,                0.73443,                0.42526,                0.95103,                 0.9242,                0.90445,                0.93091,                0.62798,                 1.0376,                0.48107,                0.99326,             0.00044813,             0.00044813,             0.00044813
                    211,                0.72871,                0.42881,                0.95291,                0.93461,                0.89474,                0.92905,                0.62993,                 1.0299,                0.46686,                0.98988,             0.00044342,             0.00044342,             0.00044342
                    212,                0.74633,                0.43172,                0.95983,                 0.9247,                0.90492,                0.92953,                0.62796,                 1.0306,                0.46985,                0.98639,              0.0004387,              0.0004387,              0.0004387
                    213,                0.73571,                0.42196,                0.95049,                0.93748,                0.89718,                0.93206,                0.63425,                 1.0349,                0.47671,                 0.9884,             0.00043399,             0.00043399,             0.00043399
                    214,                0.74131,                0.42726,                0.95277,                0.93332,                0.89493,                0.92684,                0.62989,                 1.0392,                 0.4782,                0.98877,             0.00042927,             0.00042927,             0.00042927
                    215,                0.73486,                0.42372,                0.94809,                0.93424,                 0.8951,                0.93031,                0.63672,                 1.0307,                 0.4787,                0.98541,             0.00042456,             0.00042456,             0.00042456
                    216,                0.73821,                0.42826,                0.95397,                0.93209,                0.89999,                0.92778,                 0.6323,                 1.0274,                0.47615,                 0.9864,             0.00041984,             0.00041984,             0.00041984
                    217,                0.72922,                0.41976,                0.95175,                0.92183,                0.90971,                0.93224,                0.62895,                 1.0355,                0.47434,                0.99149,             0.00041512,             0.00041512,             0.00041512
                    218,                0.74053,                0.42973,                0.95113,                0.93503,                0.89576,                0.93013,                0.62875,                 1.0382,                0.47744,                0.99085,             0.00041041,             0.00041041,             0.00041041
                    219,                0.73004,                0.41975,                0.94928,                0.93604,                0.90639,                0.93524,                0.63181,                 1.0338,                0.47224,                0.99238,             0.00040569,             0.00040569,             0.00040569
                    220,                0.72736,                0.42186,                0.94244,                0.93988,                0.89056,                0.92977,                0.63261,                 1.0356,                0.47109,                0.99019,             0.00040098,             0.00040098,             0.00040098
                    221,                0.71806,                0.41906,                 0.9423,                0.93023,                0.90368,                0.93356,                 0.6356,                 1.0346,                0.47069,                0.98902,             0.00039626,             0.00039626,             0.00039626
                    222,                0.73037,                0.42238,                0.94695,                0.93576,                0.90279,                0.93033,                0.63317,                 1.0366,                0.47315,                0.98714,             0.00039155,             0.00039155,             0.00039155
                    223,                0.71718,                0.41305,                0.94161,                0.92858,                0.91468,                 0.9359,                0.63139,                 1.0245,                 0.4623,                0.98809,             0.00038683,             0.00038683,             0.00038683
                    224,                0.72763,                0.41832,                0.94158,                0.93697,                0.90417,                0.92988,                0.63187,                  1.027,                0.46061,                0.98797,             0.00038211,             0.00038211,             0.00038211
                    225,                0.72345,                0.41548,                0.94604,                0.92713,                0.90601,                0.92893,                0.62996,                 1.0313,                0.46187,                0.99112,              0.0003774,              0.0003774,              0.0003774
                    226,                0.72549,                0.41628,                0.94863,                0.91235,                0.90861,                0.93208,                0.63379,                 1.0267,                 0.4617,                0.99067,             0.00037268,             0.00037268,             0.00037268
                    227,                0.71071,                0.41995,                0.95178,                0.92209,                0.90856,                0.92879,                0.63598,                 1.0166,                0.45559,                0.98407,             0.00036797,             0.00036797,             0.00036797
                    228,                0.71339,                0.41426,                0.94645,                0.91851,                0.91295,                0.93299,                0.63113,                 1.0338,                0.45405,                0.99086,             0.00036325,             0.00036325,             0.00036325
                    229,                0.72454,                 0.4151,                0.94761,                 0.9313,                0.90434,                0.93381,                0.63369,                 1.0288,                0.45876,                 0.9893,             0.00035854,             0.00035854,             0.00035854
                    230,                0.71402,                0.41306,                0.94416,                0.92763,                0.90285,                0.92771,                0.63236,                 1.0358,                0.46186,                0.98974,             0.00035382,             0.00035382,             0.00035382
                    231,                0.71639,                0.41347,                  0.946,                 0.9371,                0.89302,                 0.9294,                0.62625,                 1.0324,                0.46651,                0.98879,              0.0003491,              0.0003491,              0.0003491
                    232,                0.70153,                0.40342,                0.94202,                 0.9171,                0.90823,                0.92644,                0.62815,                 1.0308,                0.46446,                0.98813,             0.00034439,             0.00034439,             0.00034439
                    233,                0.72136,                0.41318,                0.94179,                0.91961,                0.91092,                 0.9269,                0.62495,                 1.0333,                 0.4644,                 0.9899,             0.00033967,             0.00033967,             0.00033967
                    234,                0.70223,                0.40077,                 0.9403,                0.91917,                0.90358,                0.93209,                0.63024,                 1.0329,                0.45895,                0.98736,             0.00033496,             0.00033496,             0.00033496
                    235,                0.71419,                0.41209,                  0.946,                0.92643,                0.91337,                0.93428,                0.63124,                 1.0356,                0.45848,                0.98997,             0.00033024,             0.00033024,             0.00033024
                    236,                0.70547,                0.41278,                0.94034,                0.93091,                0.90855,                0.93338,                0.63311,                 1.0272,                0.45793,                 0.9867,             0.00032553,             0.00032553,             0.00032553
                    237,                0.71608,                0.41404,                0.95004,                0.91729,                0.90276,                0.92939,                0.63204,                  1.032,                0.46182,                0.99092,             0.00032081,             0.00032081,             0.00032081
                    238,                0.71058,                0.40481,                0.94674,                0.92785,                0.89972,                0.93146,                0.63177,                 1.0395,                0.46652,                0.99478,             0.00031609,             0.00031609,             0.00031609
                    239,                0.71075,                0.41342,                0.94833,                0.93918,                0.89417,                 0.9323,                0.62887,                 1.0365,                0.46749,                0.98913,             0.00031138,             0.00031138,             0.00031138
                    240,                0.69851,                0.40248,                0.94114,                0.92369,                0.90319,                0.93201,                0.63714,                 1.0246,                0.46615,                0.98536,             0.00030666,             0.00030666,             0.00030666
                    241,                0.69817,                0.40161,                0.93824,                0.93248,                0.90108,                0.93551,                0.63475,                 1.0309,                0.46109,                0.98819,             0.00030195,             0.00030195,             0.00030195
                    242,                0.71092,                0.40445,                 0.9484,                0.92732,                0.90564,                0.93349,                0.63359,                 1.0294,                 0.4644,                0.98742,             0.00029723,             0.00029723,             0.00029723
                    243,                0.69413,                0.40457,                 0.9353,                0.93166,                 0.9024,                0.93291,                 0.6337,                 1.0325,                0.46438,                0.99114,             0.00029252,             0.00029252,             0.00029252
                    244,                0.70207,                0.40438,                0.93546,                0.93051,                0.89561,                0.93078,                 0.6334,                 1.0359,                0.46138,                0.99253,              0.0002878,              0.0002878,              0.0002878
                    245,                0.69848,                0.41056,                0.93897,                0.93733,                0.90682,                0.94141,                0.63412,                 1.0341,                 0.4595,                0.99436,             0.00028308,             0.00028308,             0.00028308
                    246,                0.69888,                0.40332,                0.94408,                0.92925,                0.91098,                0.93277,                0.63302,                 1.0317,                0.45772,                0.99348,             0.00027837,             0.00027837,             0.00027837
                    247,                0.69983,                0.41211,                0.94064,                0.93127,                0.90715,                0.93235,                0.63116,                 1.0273,                0.46508,                0.98855,             0.00027365,             0.00027365,             0.00027365
                    248,                0.70581,                0.40716,                0.93776,                0.92247,                0.90628,                0.92906,                0.63216,                 1.0285,                0.46273,                0.98873,             0.00026894,             0.00026894,             0.00026894
                    249,                0.69143,                0.40269,                0.93621,                0.92994,                0.90503,                0.93091,                 0.6346,                  1.028,                0.45954,                0.98773,             0.00026422,             0.00026422,             0.00026422
                    250,                0.69691,                0.40316,                0.94342,                0.92708,                0.90868,                0.93396,                0.63043,                 1.0312,                0.46439,                0.99306,             0.00025951,             0.00025951,             0.00025951
                    251,                0.70316,                0.40171,                0.93416,                 0.9308,                0.90239,                0.93132,                0.63018,                 1.0366,                0.46688,                0.99267,             0.00025479,             0.00025479,             0.00025479
                    252,                0.68857,                0.39341,                0.93796,                0.93093,                0.91463,                0.93431,                0.63126,                 1.0279,                0.46017,                0.99043,             0.00025007,             0.00025007,             0.00025007
                    253,                0.68358,                0.39633,                0.93689,                0.93628,                0.90796,                0.93272,                0.63353,                 1.0241,                0.46241,                0.98614,             0.00024536,             0.00024536,             0.00024536
                    254,                0.68866,                0.39871,                0.93349,                0.92658,                 0.9116,                0.93522,                 0.6367,                 1.0234,                0.45873,                0.98556,             0.00024064,             0.00024064,             0.00024064
                    255,                0.68603,                0.39655,                0.93575,                0.92979,                 0.9149,                 0.9395,                0.63407,                 1.0252,                0.45626,                0.98603,             0.00023593,             0.00023593,             0.00023593
                    256,                0.68647,                0.39771,                0.93628,                0.92886,                0.91567,                0.93981,                0.63832,                 1.0266,                0.45619,                0.98659,             0.00023121,             0.00023121,             0.00023121
                    257,                 0.6828,                0.39645,                0.93317,                0.93288,                0.91951,                0.94373,                0.64352,                 1.0189,                0.45675,                0.98482,              0.0002265,              0.0002265,              0.0002265
                    258,                0.66911,                0.39348,                0.93086,                0.94138,                0.91026,                0.93763,                0.63787,                 1.0221,                0.45486,                0.98559,             0.00022178,             0.00022178,             0.00022178
                    259,                0.69425,                0.39463,                0.93447,                0.93695,                0.91173,                0.93432,                0.63227,                 1.0261,                0.45851,                0.98703,             0.00021707,             0.00021707,             0.00021707
                    260,                0.67521,                0.39261,                0.93451,                0.93272,                0.90726,                0.93361,                0.63453,                  1.029,                0.45835,                0.98854,             0.00021235,             0.00021235,             0.00021235
                    261,                0.68543,                0.39425,                0.93195,                0.93042,                0.91531,                0.93348,                0.63629,                 1.0275,                0.45784,                0.98598,             0.00020763,             0.00020763,             0.00020763
                    262,                0.68491,                0.39199,                0.93503,                0.92428,                0.91579,                0.93558,                0.63508,                 1.0275,                0.46204,                0.98562,             0.00020292,             0.00020292,             0.00020292
                    263,                0.67977,                 0.3891,                 0.9286,                0.92421,                0.91401,                0.93383,                0.63784,                 1.0244,                0.45507,                0.98251,              0.0001982,              0.0001982,              0.0001982
                    264,                0.68181,                0.38938,                0.93646,                0.92854,                0.91231,                0.93398,                 0.6379,                 1.0218,                0.45389,                0.98127,             0.00019349,             0.00019349,             0.00019349
                    265,                0.67368,                0.39077,                0.93217,                0.93062,                0.90607,                0.93665,                0.63592,                 1.0244,                0.46024,                 0.9849,             0.00018877,             0.00018877,             0.00018877
                    266,                0.67583,                0.39103,                0.93708,                0.92649,                0.91642,                0.93872,                0.63484,                 1.0256,                0.46203,                0.98632,             0.00018406,             0.00018406,             0.00018406
                    267,                0.67946,                0.39326,                 0.9337,                0.92213,                0.91863,                0.93667,                0.63583,                 1.0268,                0.46158,                 0.9881,             0.00017934,             0.00017934,             0.00017934
                    268,                0.67427,                0.39274,                0.92763,                0.92862,                0.90871,                0.93472,                0.63524,                   1.02,                0.45985,                0.98665,             0.00017462,             0.00017462,             0.00017462
                    269,                0.66583,                0.38334,                0.92926,                0.93143,                0.90601,                0.93627,                0.63537,                 1.0177,                0.45585,                0.98849,             0.00016991,             0.00016991,             0.00016991
                    270,                0.67697,                0.39582,                 0.9366,                 0.9259,                0.90851,                0.93128,                0.63306,                 1.0201,                0.45772,                0.99167,             0.00016519,             0.00016519,             0.00016519
                    271,                0.67897,                0.38845,                0.92987,                0.93068,                0.91298,                0.93233,                0.63404,                 1.0271,                0.45787,                0.99294,             0.00016048,             0.00016048,             0.00016048
                    272,                0.67507,                0.39057,                0.93279,                0.92933,                0.91227,                0.93264,                0.63495,                 1.0265,                0.45495,                0.99211,             0.00015576,             0.00015576,             0.00015576
                    273,                0.67052,                  0.383,                0.93111,                0.92349,                0.90986,                0.93154,                0.63683,                 1.0274,                0.45593,                0.99048,             0.00015105,             0.00015105,             0.00015105
                    274,                0.66588,                0.38338,                0.92605,                0.92066,                0.91313,                0.93239,                0.63628,                  1.022,                0.45321,                0.98987,             0.00014633,             0.00014633,             0.00014633
                    275,                0.67164,                0.38619,                0.93467,                 0.9277,                0.91665,                0.93463,                0.63741,                 1.0211,                0.45356,                 0.9883,             0.00014161,             0.00014161,             0.00014161
                    276,                0.66291,                0.38288,                0.92722,                0.92824,                0.91469,                0.93721,                0.63448,                 1.0222,                0.45153,                0.98799,              0.0001369,              0.0001369,              0.0001369
                    277,                0.66292,                0.38469,                0.92869,                0.92915,                0.91242,                0.93608,                0.64038,                   1.02,                 0.4501,                0.98672,             0.00013218,             0.00013218,             0.00013218
                    278,                0.66542,                0.38232,                0.92991,                0.92803,                0.90417,                0.93176,                0.63826,                 1.0217,                0.45052,                0.98752,             0.00012747,             0.00012747,             0.00012747
                    279,                0.66285,                0.38608,                 0.9336,                0.92954,                0.91586,                0.93788,                0.63688,                 1.0228,                0.45107,                0.98836,             0.00012275,             0.00012275,             0.00012275
                    280,                0.67144,                0.38589,                0.92903,                0.93282,                 0.9099,                0.93502,                0.63713,                 1.0242,                0.45278,                0.98827,             0.00011804,             0.00011804,             0.00011804
                    281,                0.66095,                0.38096,                0.92575,                0.92874,                0.90919,                0.93693,                0.63445,                 1.0223,                0.45298,                0.98768,             0.00011332,             0.00011332,             0.00011332
                    282,                0.66456,                0.38387,                 0.9325,                0.91953,                0.90745,                0.93321,                0.63624,                 1.0214,                0.45251,                0.98653,              0.0001086,              0.0001086,              0.0001086
                    283,                 0.6696,                0.38815,                0.92511,                0.92233,                0.91468,                0.93467,                0.63814,                  1.018,                0.45207,                0.98467,             0.00010389,             0.00010389,             0.00010389
                    284,                0.66688,                0.37926,                0.92404,                0.92067,                0.92003,                0.93898,                0.63778,                 1.0204,                0.45166,                0.98651,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    285,                0.66257,                0.37982,                0.93084,                 0.9254,                0.91535,                0.93921,                0.63929,                 1.0181,                0.45014,                0.98552,             9.4457e-05,             9.4457e-05,             9.4457e-05
                    286,                0.65207,                0.37581,                0.93119,                0.92666,                0.91382,                0.93937,                0.64136,                 1.0174,                0.45221,                0.98561,             8.9741e-05,             8.9741e-05,             8.9741e-05
                    287,                0.66356,                0.38655,                0.92937,                0.92338,                0.91496,                0.93651,                0.63972,                 1.0195,                 0.4529,                0.98665,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    288,                0.66429,                0.37983,                0.93025,                0.91947,                0.91601,                0.93435,                0.63703,                 1.0246,                0.45424,                0.98723,              8.031e-05,              8.031e-05,              8.031e-05
                    289,                0.64792,                 0.3745,                0.92268,                0.91595,                 0.9217,                0.93633,                 0.6361,                 1.0243,                0.45258,                0.98824,             7.5594e-05,             7.5594e-05,             7.5594e-05
                    290,                0.66695,                0.38288,                0.92978,                0.92505,                0.91639,                0.93626,                 0.6351,                 1.0236,                0.45167,                0.98955,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    291,                0.72349,                0.38223,                0.92788,                0.92236,                0.91247,                0.93525,                0.63625,                 1.0219,                0.44982,                0.98913,             6.6163e-05,             6.6163e-05,             6.6163e-05
                    292,                0.72334,                0.37674,                 0.9317,                 0.9267,                0.90726,                0.93323,                0.63699,                 1.0226,                0.44847,                0.99021,             6.1447e-05,             6.1447e-05,             6.1447e-05
                    293,                0.70812,                0.37421,                0.92924,                0.92746,                0.90465,                0.93146,                0.63319,                 1.0223,                0.45206,                0.99103,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    294,                0.70108,                0.36481,                0.91886,                 0.9297,                0.90006,                0.93294,                0.63287,                 1.0241,                0.45309,                0.99244,             5.2016e-05,             5.2016e-05,             5.2016e-05
                    295,                  0.708,                0.36655,                0.91831,                0.92832,                0.89865,                 0.9333,                 0.6315,                  1.021,                0.45333,                0.99225,               4.73e-05,               4.73e-05,               4.73e-05
                    296,                0.69869,                0.36547,                  0.917,                0.90069,                0.93194,                0.93376,                0.63233,                 1.0229,                0.45395,                 0.9913,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    297,                0.69581,                 0.3634,                0.92442,                0.92817,                0.90268,                0.93169,                 0.6351,                 1.0208,                0.45353,                0.99001,             3.7869e-05,             3.7869e-05,             3.7869e-05
                    298,                0.69299,                0.35998,                0.92187,                0.92478,                0.90316,                0.93146,                0.63288,                 1.0222,                0.45494,                0.98988,             3.3153e-05,             3.3153e-05,             3.3153e-05
                    299,                0.70198,                0.36335,                0.92689,                0.92399,                0.90552,                0.93206,                0.63384,                 1.0226,                0.45334,                0.98969,             2.8437e-05,             2.8437e-05,             2.8437e-05
                    300,                0.69321,                0.35877,                0.92057,                0.93008,                 0.9014,                0.93294,                0.63476,                 1.0221,                0.45239,                0.98932,             2.3721e-05,             2.3721e-05,             2.3721e-05
